well,LAT_PALEO,EAR_EOC_YP,EAR_EOC_MY,EAR_EOC_LY,MID_EOC,LAT_EOC,EAR_OLIG,LAT_OLIG,EAR_MIOC,MID_MIOC,EAR_PLIOC,MID_QUART
Well1430,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1431,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1432,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1433,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1434,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1435,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1436,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1437,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1438,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1439,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1440,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1441,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1442,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1443,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1444,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1445,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1446,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1447,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1448,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1449,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1450,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1451,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1452,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1453,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1454,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1455,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1456,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1457,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1458,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1459,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1460,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1461,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1462,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1463,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1464,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1465,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1466,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1467,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1468,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1469,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1470,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1471,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1472,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1473,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1474,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1475,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1476,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1477,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1478,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1479,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1480,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1481,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1482,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1483,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1484,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1485,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1486,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1487,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1488,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1489,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1490,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1491,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1492,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1493,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1494,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1495,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1496,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1497,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1498,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1499,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1500,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1501,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1502,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1503,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1504,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1505,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1506,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1507,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1508,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1509,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1510,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1511,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1512,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1513,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1514,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1515,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1516,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1517,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1518,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1519,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1520,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1521,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1522,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1523,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1524,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1525,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1526,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1527,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1528,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1529,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1530,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1531,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1532,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1533,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1534,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1535,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1536,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1537,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1538,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1539,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1540,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1541,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1542,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1543,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1544,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1545,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1546,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1547,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1548,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1549,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1550,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1551,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1552,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1553,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1554,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1555,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1556,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1557,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1558,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1559,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1560,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1561,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1562,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1563,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1564,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1565,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1566,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1567,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1568,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1569,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1570,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1571,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1572,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1573,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well1574,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
